Loyalty Number,Country,Province,City,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
111945,United States,,Los Angeles,Male,Doctor,145445,Married,Star,675.63,Standard,2017,8,,
111946,Canada,British Columbia,Victoria,Female,Bachelor,69491,Married,Star,5673.14,Standard,2017,3,,
111947,Canada,Quebec,Laval,Female,College,64097,Single,Star,2076.78,Standard,2017,11,2018.0,3.0
111948,Canada,Ontario,Hamilton,Male,Bachelor,92086,Divorced,Star,588.0,Standard,2015,6,,
111949,Canada,Alberta,Red Deer,Female,Bachelor,95298,Married,Nova,2295.61,Standard,2015,7,,
111950,Canada,Manitoba,Winnipeg,Male,College,51803,Married,Star,1988.05,Standard,2014,5,,
111951,United Kingdom,,New York,Male,Master,117364,Divorced,Nova,2638.42,Standard,2013,11,,
111952,Canada,Alberta,Calgary,Male,Bachelor,74185,Single,Star,4213.68,Standard,2018,7,,
111953,Canada,Quebec,Quebec City,Female,Bachelor,87799,Married,Nova,1843.19,Standard,2018,12,,
111954,Canada,Saskatchewan,Saskatoon,Female,College,54162,Married,Aurora,7693.95,Standard,2017,2,,
111955,Canada,British Columbia,Vancouver,Male,Bachelor,83489,Married,Aurora,4429.8,Standard,2016,11,,
111956,Canada,Alberta,Red Deer,Male,Master,108629,Divorced,Star,281.55,Standard,2017,4,2017.0,10.0
111957,Canada,Alberta,Red Deer,Male,Bachelor,101946,Divorced,Aurora,4297.13,Standard,2018,11,2018.0,1.0
111958,United States,,London,Male,Bachelor,59504,Single,Star,740.34,Standard,2018,7,,
111959,Canada,British Columbia,Burnaby,Female,College,73267,Married,Star,1428.17,Standard,2018,6,,
111960,Canada,Ontario,Hamilton,Male,Master,94452,Married,Star,494.95,Standard,2014,2,2018.0,3.0
111961,United States,,Manchester,Female,Bachelor,73435,Married,Aurora,6053.03,Standard,2014,8,,
111962,Canada,Manitoba,Brandon,Male,Master,92242,Single,Star,1205.26,Standard,2017,11,,
111963,Canada,British Columbia,Surrey,Male,College,77554,Single,Star,445.72,Standard,2017,6,,
111964,Canada,Ontario,Hamilton,Female,Doctor,141829,Married,Aurora,5437.46,Standard,2016,12,,
111965,Canada,New Brunswick,Fredericton,Female,Bachelor,77539,Married,Nova,3759.71,Standard,2018,1,,
111966,Canada,Manitoba,Brandon,Male,College,53881,Married,Star,1813.12,Standard,2014,2,,
111967,Canada,Quebec,Quebec City,Female,Bachelor,80876,Divorced,Star,6357.11,Standard,2012,7,,
111968,Canada,Alberta,Red Deer,Female,Bachelor,59884,Married,Nova,1919.14,Standard,2018,12,,
111969,Canada,Alberta,Red Deer,Male,Master,103508,Married,Star,3765.33,Standard,2016,7,,
111970,Canada,Ontario,Hamilton,Male,College,63529,Single,Star,2754.7,Standard,2017,8,,
111971,Canada,Quebec,Gatineau,Male,Bachelor,78877,Married,Aurora,3272.19,Standard,2014,1,2018.0,12.0
111972,Canada,Quebec,Quebec City,Male,Bachelor,95585,Single,Star,454.72,Standard,2017,6,,
111973,Canada,Alberta,Edmonton,Female,College,54769,Single,Star,4922.98,2018 Promotion,2018,4,,
111974,Canada,British Columbia,Surrey,Female,Bachelor,79110,Married,Star,12327.17,Standard,2018,1,,
111975,Canada,Quebec,Laval,Male,College,51496,Married,Star,801.39,2018 Promotion,2018,2,,
111976,Canada,Ontario,Toronto,Female,College,68451,Single,Nova,4015.17,Standard,2015,10,,
111977,Canada,Ontario,Hamilton,Female,Bachelor,70646,Married,Star,1086.23,2018 Promotion,2018,3,,
111978,Canada,Ontario,Ottawa,Female,High School or Below,54444,Married,Star,259.12,Standard,2013,5,2017.0,4.0
111979,Canada,Quebec,Gatineau,Female,Bachelor,73900,Married,Nova,998.22,Standard,2017,10,2018.0,4.0
111980,Canada,Alberta,Edmonton,Female,College,65616,Married,Star,1673.08,Standard,2015,3,2018.0,6.0
111981,Canada,Quebec,Laval,Female,Bachelor,73637,Married,Star,1765.03,Standard,2013,6,,
111982,Canada,Nova Scotia,Halifax,Female,Doctor,117037,Divorced,Star,2196.21,Standard,2018,6,,
111983,Canada,Ontario,Toronto,Male,Bachelor,84541,Single,Star,7591.54,2018 Promotion,2018,2,2018.0,2.0
111984,Canada,Quebec,Montreal,Male,Master,84946,Single,Star,1710.21,Standard,2016,11,,
111985,Canada,Quebec,Quebec City,Female,Bachelor,111153,Divorced,Star,2273.38,2018 Promotion,2018,2,,
111986,Canada,British Columbia,Surrey,Male,Bachelor,85569,Single,Star,1807.67,2018 Promotion,2018,4,,
111987,Canada,British Columbia,Surrey,Male,Bachelor,82369,Single,Nova,2385.64,Standard,2013,11,,
111988,Canada,Ontario,Mississauga,Male,Bachelor,52240,Divorced,Nova,1742.91,Standard,2013,9,,
111989,Canada,Ontario,Mississauga,Female,Bachelor,85639,Single,Star,13573.34,Standard,2016,8,,
111990,United States,,New York,Female,College,66378,Married,Nova,2361.09,Standard,2014,2,,
111991,Canada,Prince Edward Island,Charlottetown,Male,Doctor,127926,Married,Star,1034.61,Standard,2013,12,,
111992,Canada,British Columbia,Victoria,Male,Bachelor,81185,Married,Aurora,9675.24,2018 Promotion,2018,3,,
111993,United States,,Los Angeles,Female,Bachelor,86862,Single,Star,151.15,Standard,2015,10,,
111994,Canada,Alberta,Calgary,Male,Bachelor,101985,Married,Aurora,4151.18,Standard,2013,11,,
111995,United Kingdom,,Los Angeles,Male,Bachelor,67690,Married,Star,1584.68,Standard,2018,6,,
111996,Canada,British Columbia,Victoria,Male,Bachelor,96797,Married,Nova,4974.72,Standard,2012,5,,
111997,Canada,British Columbia,Burnaby,Female,College,66175,Married,Star,1068.47,2018 Promotion,2018,4,,
111998,Canada,British Columbia,Burnaby,Female,High School or Below,36039,Married,Star,3323.27,Standard,2016,3,,
111999,United States,,Manchester,Male,Bachelor,59246,Married,Star,1175.79,Standard,2018,5,,
112000,Canada,Saskatchewan,Regina,Male,Bachelor,70562,Married,Star,8131.04,Standard,2012,5,,
112001,Canada,Quebec,Montreal,Female,Bachelor,77046,Divorced,Star,6853.12,Standard,2016,4,,
112002,Canada,Quebec,Quebec City,Female,Bachelor,65659,Divorced,Star,1162.82,2018 Promotion,2018,4,,
112003,Canada,Ontario,Hamilton,Female,Bachelor,86888,Married,Aurora,3679.18,Standard,2018,1,,
112004,Canada,Ontario,Ottawa,Female,Master,88143,Married,Nova,8122.69,Standard,2014,9,,
112005,Canada,Quebec,Gatineau,Female,College,64285,Single,Star,1013.83,Standard,2016,11,2018.0,5.0
112006,United States,,London,Female,Bachelor,78012,Married,Star,1641.25,Standard,2018,12,,
112007,Canada,Ontario,Toronto,Female,Master,101161,Married,Star,1078.32,Standard,2018,1,,
112008,Canada,Alberta,Lethbridge,Female,College,69328,Married,Star,471.63,2018 Promotion,2018,3,,
112009,Canada,Ontario,Mississauga,Male,Bachelor,96000,Divorced,Star,6922.86,Standard,2018,10,,
112010,United Kingdom,,New York,Female,Master,115578,Single,Nova,1244.3,Standard,2018,9,,
112011,United States,,New York,Female,Bachelor,67210,Married,Nova,3511.75,Standard,2016,12,,
112012,Canada,British Columbia,Burnaby,Male,High School or Below,37395,Married,Nova,6180.09,2018 Promotion,2018,4,,
112013,Canada,Ontario,Ottawa,Female,College,55067,Married,Star,819.69,Standard,2015,12,,
112014,Canada,Ontario,Toronto,Male,College,75627,Married,Star,3218.0,2018 Promotion,2018,2,,
112015,Canada,British Columbia,Victoria,Female,Master,85881,Married,Nova,3022.88,Standard,2013,7,,
112016,Canada,Manitoba,Winnipeg,Male,Doctor,152152,Married,Star,1951.49,Standard,2017,4,,
112017,Canada,Ontario,Mississauga,Female,Bachelor,64882,Married,Nova,3384.98,Standard,2012,2,,
112018,Canada,Ontario,Toronto,Female,Master,114051,Divorced,Nova,5892.31,Standard,2015,6,,
112019,Canada,Ontario,London,Female,College,53271,Married,Star,1577.35,Standard,2016,4,,
112020,Canada,Ontario,Toronto,Male,High School or Below,48229,Married,Star,680.68,Standard,2015,2,,
112021,Canada,Quebec,Gatineau,Male,Bachelor,70917,Married,Star,4582.16,Standard,2013,5,,
112022,Canada,Quebec,Quebec City,Male,Doctor,126712,Single,Star,618.7,Standard,2015,9,,
112023,Canada,Ontario,Ottawa,Male,Bachelor,80640,Married,Aurora,7943.65,Standard,2014,10,,
112024,United Kingdom,,Los Angeles,Male,Doctor,125098,Married,Aurora,7545.61,Standard,2015,7,,
112025,Canada,Ontario,Mississauga,Female,Bachelor,68899,Divorced,Star,4446.43,Standard,2017,11,,
112026,Canada,Quebec,Montreal,Male,Bachelor,76258,Married,Star,1064.12,2018 Promotion,2018,4,,
112027,Canada,Alberta,Edmonton,Female,Master,108041,Single,Nova,6326.72,Standard,2017,6,,
112028,Canada,British Columbia,Victoria,Female,High School or Below,25301,Single,Star,2356.48,Standard,2015,7,,
112029,Canada,British Columbia,Surrey,Male,College,61611,Single,Star,2659.82,Standard,2012,11,,
112030,Canada,British Columbia,Vancouver,Male,Bachelor,60917,Married,Nova,2243.51,Standard,2016,8,2018.0,1.0
112031,Canada,Alberta,Calgary,Female,High School or Below,47106,Married,Star,3539.05,Standard,2017,12,,
112032,Canada,British Columbia,Surrey,Male,Bachelor,110142,Married,Star,740.7,2018 Promotion,2018,2,,
112033,Canada,Ontario,London,Female,Bachelor,79992,Single,Aurora,3803.94,Standard,2018,11,,
112034,Canada,Ontario,Toronto,Male,Bachelor,84898,Married,Star,647.74,Standard,2017,1,,
112035,Canada,Quebec,Montreal,Female,Bachelor,68100,Married,Star,194.93,Standard,2016,1,2018.0,9.0
112036,Canada,Alberta,Red Deer,Male,High School or Below,43452,Divorced,Star,2904.87,Standard,2017,10,2018.0,2.0
112037,Canada,Manitoba,Winnipeg,Female,Doctor,107103,Single,Star,492.37,2018 Promotion,2018,2,,
112038,Canada,Quebec,Montreal,Male,Bachelor,96419,Married,Star,1124.06,Standard,2014,9,2018.0,1.0
112039,Canada,Ontario,Hamilton,Female,Master,86513,Married,Nova,2095.14,Standard,2018,7,2018.0,9.0
112040,Canada,Ontario,Toronto,Male,College,58532,Single,Nova,3329.66,Standard,2015,7,,
112041,Canada,British Columbia,Burnaby,Male,College,74278,Single,Nova,3602.66,Standard,2018,3,,
112042,Canada,Quebec,Montreal,Male,Master,102102,Married,Aurora,4320.17,Standard,2017,4,,
112043,Canada,Quebec,Montreal,Male,High School or Below,43969,Married,Star,1758.39,Standard,2017,11,,
112044,Canada,Manitoba,Brandon,Female,High School or Below,47073,Married,Star,1766.28,Standard,2015,9,,
112045,Canada,Ontario,Mississauga,Male,Bachelor,100442,Married,Nova,3386.95,Standard,2018,6,2017.0,7.0
112046,Canada,Ontario,London,Male,Bachelor,78310,Married,Star,1059.55,2018 Promotion,2018,3,,
112047,Canada,Ontario,Ottawa,Male,Bachelor,102931,Married,Nova,2008.68,Standard,2014,11,2018.0,7.0
112048,United Kingdom,,Manchester,Male,Bachelor,87424,Married,Star,443.51,Standard,2017,4,,
112049,Canada,British Columbia,Burnaby,Male,College,65837,Married,Star,1622.03,Standard,2014,10,,
112050,Canada,Quebec,Gatineau,Female,Bachelor,93179,Married,Star,5974.93,Standard,2017,1,,
112051,Canada,British Columbia,Surrey,Male,High School or Below,46418,Single,Nova,3029.98,Standard,2017,9,,
112052,Canada,Ontario,London,Male,Bachelor,79137,Married,Nova,4780.57,Standard,2015,1,,
112053,Canada,Ontario,Toronto,Female,Bachelor,80024,Married,Nova,5031.29,Standard,2018,2,,
112054,Canada,Ontario,Mississauga,Male,High School or Below,39732,Married,Aurora,6143.9,Standard,2016,8,,
112055,Canada,Alberta,Lethbridge,Male,College,51768,Single,Nova,2436.22,2018 Promotion,2018,4,,
112056,Canada,Alberta,Edmonton,Female,College,56429,Divorced,Nova,2387.99,Standard,2017,7,,
112057,Canada,Ontario,Ottawa,Female,Master,100181,Single,Aurora,4908.59,Standard,2014,10,,
112058,Canada,Ontario,Mississauga,Female,Bachelor,75016,Married,Star,2061.53,Standard,2012,7,,
112059,Canada,Ontario,Ottawa,Female,Bachelor,69799,Married,Nova,4726.98,Standard,2018,4,,
112060,Canada,Ontario,Toronto,Female,High School or Below,49292,Married,Star,4137.64,Standard,2012,8,,
112061,United States,,Chicago,Male,High School or Below,56301,Married,Aurora,6639.86,Standard,2018,6,,
112062,Canada,Ontario,Toronto,Male,Bachelor,107360,Married,Star,496.8,Standard,2018,3,,
112063,Canada,Manitoba,Winnipeg,Female,Master,114870,Single,Star,844.37,Standard,2012,7,,
112064,Canada,Quebec,Laval,Female,High School or Below,34630,Married,Star,1626.55,Standard,2017,5,,
112065,United States,,New York,Male,Doctor,176653,Single,Star,3034.14,Standard,2015,1,,
112066,Canada,Ontario,London,Male,Master,113943,Married,Star,1078.59,Standard,2015,7,2017.0,8.0
112067,Canada,Ontario,London,Female,Master,119227,Single,Star,981.83,2018 Promotion,2018,3,2018.0,12.0
112068,United Kingdom,,New York,Female,High School or Below,54111,Married,Star,2506.35,2018 Promotion,2018,4,,
112069,Canada,British Columbia,Burnaby,Female,Bachelor,101461,Married,Aurora,5346.17,2018 Promotion,2018,4,,
112070,Canada,Ontario,Mississauga,Female,Master,106448,Married,Star,1550.09,Standard,2016,6,,
112071,Canada,British Columbia,Burnaby,Male,Bachelor,71677,Married,Nova,5207.12,Standard,2016,3,,
112072,Canada,Prince Edward Island,Charlottetown,Male,Bachelor,98371,Single,Aurora,15498.03,Standard,2015,6,,
112073,Canada,Ontario,London,Male,Master,60000,Single,Aurora,10053.32,Standard,2013,1,2018.0,12.0
112074,United States,,Chicago,Female,Bachelor,70840,Married,Star,3070.69,Standard,2015,11,,
112075,Canada,Ontario,Hamilton,Female,Doctor,176621,Married,Star,1148.03,Standard,2018,4,,
112076,Canada,Ontario,Toronto,Female,College,54442,Married,Nova,2984.19,Standard,2017,11,,
112077,Canada,Ontario,Ottawa,Male,Bachelor,103435,Married,Star,669.46,Standard,2016,1,,
112078,Canada,Quebec,Laval,Female,Bachelor,73326,Married,Nova,6998.92,Standard,2017,2,,
112079,Canada,Ontario,Ottawa,Female,Bachelor,66416,Married,Aurora,3022.86,Standard,2014,11,,
112080,Canada,Alberta,Red Deer,Female,College,62119,Married,Nova,3076.24,Standard,2018,4,,
112081,Canada,Ontario,London,Female,Bachelor,92836,Married,Nova,3588.25,2018 Promotion,2018,3,,
112082,Canada,British Columbia,Vancouver,Male,Master,98091,Married,Star,781.59,Standard,2017,11,,
112083,Canada,British Columbia,Surrey,Female,College,63265,Single,Star,1502.2,Standard,2014,9,,
112084,Canada,Ontario,London,Male,Bachelor,86789,Married,Star,1654.85,Standard,2017,9,2017.0,8.0
112085,Canada,Ontario,London,Male,Master,109653,Single,Star,1801.72,Standard,2017,5,,
112086,Canada,Quebec,Gatineau,Female,Bachelor,119056,Divorced,Nova,1759.95,Standard,2017,7,2018.0,7.0
112087,Canada,British Columbia,Victoria,Male,Bachelor,74732,Single,Star,3052.58,2018 Promotion,2018,4,,
112088,Canada,Quebec,Quebec City,Female,Bachelor,87443,Married,Star,3031.5,2018 Promotion,2018,3,2018.0,1.0
112089,Canada,Ontario,London,Male,Bachelor,74816,Single,Star,8360.77,Standard,2014,5,,
112090,Canada,Quebec,Laval,Female,Bachelor,68714,Single,Aurora,3710.4,Standard,2017,3,2018.0,12.0
112091,Canada,Ontario,Hamilton,Male,Master,103389,Divorced,Star,3553.34,Standard,2018,12,,
112092,Canada,British Columbia,Vancouver,Female,Bachelor,61991,Married,Star,1259.99,2018 Promotion,2018,4,2017.0,4.0
112093,Canada,Saskatchewan,Regina,Female,High School or Below,48069,Single,Nova,486.25,Standard,2018,3,2017.0,5.0
112094,Canada,Quebec,Laval,Male,Master,111218,Married,Star,318.94,2018 Promotion,2018,2,,
112095,Canada,Prince Edward Island,Charlottetown,Female,College,55568,Married,Star,12599.44,Standard,2012,9,,
112096,Canada,British Columbia,Victoria,Male,Bachelor,79767,Single,Nova,2145.37,Standard,2013,7,,
112097,Canada,Ontario,Mississauga,Female,College,70524,Married,Nova,15375.11,Standard,2012,1,,
112098,Canada,Ontario,Mississauga,Female,Bachelor,78998,Married,Nova,880.59,Standard,2017,6,,
112099,Canada,New Brunswick,Fredericton,Male,College,51509,Married,Star,6213.01,Standard,2016,10,,
112100,Canada,British Columbia,Vancouver,Female,Bachelor,74556,Single,Nova,7058.38,Standard,2017,1,,
112101,Canada,British Columbia,Surrey,Female,Bachelor,95712,Married,Aurora,16063.24,2018 Promotion,2018,4,,
112102,Canada,Alberta,Edmonton,Male,Master,131982,Single,Star,3585.11,2018 Promotion,2018,4,,
112103,United Kingdom,,Los Angeles,Female,Bachelor,84746,Married,Star,5302.35,Standard,2017,1,,
112104,Canada,Quebec,Gatineau,Male,Bachelor,85570,Divorced,Aurora,19031.81,Standard,2014,11,,
112105,Canada,Saskatchewan,Saskatoon,Female,Bachelor,79887,Single,Nova,2062.78,Standard,2015,2,,
112106,Canada,British Columbia,Victoria,Male,Bachelor,79227,Married,Star,636.51,Standard,2018,3,,
112107,Canada,Ontario,Toronto,Male,Master,89928,Single,Star,542.99,Standard,2018,10,,
112108,Canada,British Columbia,Victoria,Female,High School or Below,45091,Single,Nova,2774.38,Standard,2018,5,,
112109,Canada,British Columbia,Vancouver,Female,Master,100680,Married,Star,3457.5,2018 Promotion,2018,4,,
112110,Canada,Quebec,Laval,Male,High School or Below,34971,Single,Star,2141.38,Standard,2016,5,,
112111,Canada,Alberta,Red Deer,Female,Bachelor,85712,Single,Star,195.58,Standard,2016,8,2018.0,4.0
112112,Canada,Alberta,Red Deer,Female,College,50109,Divorced,Aurora,7248.13,Standard,2012,4,,
112113,Canada,British Columbia,Victoria,Male,Bachelor,45000,Single,Aurora,11382.55,Standard,2018,11,,
112114,Canada,Ontario,Hamilton,Female,Bachelor,80758,Married,Nova,2570.32,Standard,2017,2,,
112115,United Kingdom,,Chicago,Female,College,54305,Married,Nova,1846.79,Standard,2016,4,2018.0,1.0
112116,Canada,Ontario,London,Female,College,55098,Divorced,Star,5229.85,Standard,2012,8,,
112117,Canada,British Columbia,Vancouver,Female,Doctor,155586,Married,Star,2126.94,Standard,2015,6,,
112118,Canada,British Columbia,Vancouver,Male,Master,80208,Married,Nova,6241.68,2018 Promotion,2018,4,,
112119,Canada,Ontario,Toronto,Female,Master,126610,Married,Aurora,34711.61,Standard,2017,4,,
112120,Canada,Ontario,London,Female,Bachelor,87844,Married,Star,1910.89,Standard,2018,10,,
112121,Canada,British Columbia,Surrey,Male,Master,121287,Married,Nova,5589.96,Standard,2017,3,,
112122,Canada,Alberta,Red Deer,Male,High School or Below,38212,Single,Star,1043.26,2018 Promotion,2018,4,,
112123,Canada,Alberta,Edmonton,Female,College,77169,Married,Star,1490.78,Standard,2016,11,,
112124,United Kingdom,,Chicago,Male,College,56354,Single,Star,2577.98,Standard,2018,6,,
112125,Canada,British Columbia,Vancouver,Male,Bachelor,78710,Married,Nova,1527.86,2018 Promotion,2018,2,2018.0,4.0
112126,United States,,Los Angeles,Female,College,62429,Divorced,Nova,1867.78,Standard,2018,12,,
112127,Canada,Quebec,Montreal,Male,College,60925,Married,Nova,1964.51,Standard,2018,9,,
112128,United Kingdom,,London,Female,College,64142,Single,Nova,4045.77,Standard,2018,10,,
112129,Canada,Ontario,Toronto,Male,Master,108000,Single,Nova,3214.7,Standard,2018,5,,
112130,Canada,Ontario,Hamilton,Female,Master,77899,Single,Nova,6444.61,Standard,2015,2,,
112131,Canada,British Columbia,Surrey,Male,Master,116476,Single,Aurora,4321.9,Standard,2012,12,,
112132,Canada,Manitoba,Brandon,Male,High School or Below,48758,Single,Star,6030.99,Standard,2015,3,2018.0,6.0
112133,Canada,British Columbia,Vancouver,Female,College,51144,Married,Nova,8117.07,Standard,2015,8,,
112134,Canada,Nova Scotia,Dartmouth,Female,Bachelor,66348,Single,Star,4223.63,Standard,2018,7,,
112135,Canada,Quebec,Montreal,Female,High School or Below,47621,Divorced,Star,2330.84,Standard,2012,11,,
112136,Canada,Manitoba,Brandon,Female,Bachelor,87102,Single,Star,15854.81,Standard,2013,3,,
112137,Canada,Quebec,Quebec City,Female,Master,121863,Single,Nova,2999.45,Standard,2015,9,,
112138,Canada,Alberta,Calgary,Male,High School or Below,52653,Single,Aurora,4737.93,Standard,2018,8,,
112139,Canada,Ontario,London,Female,Bachelor,106067,Single,Nova,5671.5,Standard,2018,2,,
112140,Canada,Quebec,Quebec City,Female,College,55295,Divorced,Aurora,5366.06,Standard,2016,5,,
112141,Canada,Saskatchewan,Saskatoon,Male,Doctor,118984,Married,Aurora,4560.04,2018 Promotion,2018,2,,
112142,United States,,Chicago,Female,College,47926,Married,Aurora,8920.7,2018 Promotion,2018,3,,
112143,Canada,Ontario,London,Female,Bachelor,73281,Married,Nova,997.52,Standard,2018,10,,
112144,Canada,Quebec,Laval,Male,High School or Below,51589,Married,Star,867.7,Standard,2016,5,,
112145,Canada,Manitoba,Brandon,Male,Master,81447,Married,Star,4180.71,Standard,2017,11,,
